item,factor,name,price,wprice,kicker
4553,5,Vile Familiar Head,3.8,2.85,0.1
4554,9,Simple Tablet,50.44,37.83,0.45
4555,7,Heavy Parchment,23.29,17.4675,0
4556,7,Weatherbeaten Parchment,43.43,32.5725,0.15
4557,2,Inscribed Kodo Leather,51,38.25,0.45
4558,9,Inscribed Kodo Leather,48.56,36.42,0.05
4559,5,Inscribed Kodo Leather,55.8,41.85,0.1
4560,8,Violet Scale Armor,54,40.5,0.3
4561,5,Harlequin Robes,36.2,27.15,0.05
4562,3,Wingblade,165.67,124.2525,0.4
4563,1,Crescent Staff,327,245.25,0.25
4564,7,Infantry Boots,34.29,25.7175,0.05
4565,9,Infantry Bracers,10,7.5,0.25
4566,5,Infantry Cloak,88.8,66.6,0.2
4567,6,Infantry Belt,57.17,42.8775,0.35
4568,9,Infantry Gauntlets,27.89,20.9175,0.45
4569,7,Journeyman's Robe,59.71,44.7825,0.25
4570,9,Disciple's Robe,39.44,29.58,0.05
4571,2,Disciple's Sash,238.5,178.875,0.45
4572,9,Disciple's Cloak,13.56,10.17,0.5
4573,2,Disciple's Gloves,248.5,186.375,0.2
4574,3,Imp Summoning Scroll,58,43.5,0.3
4575,9,Pioneer Belt,31.44,23.58,0.4
4576,6,Pioneer Boots,4.67,3.5025,0.3
4577,3,Pioneer Bracers,133.33,99.9975,0.15
4578,6,Pioneer Cloak,37.17,27.8775,0.3
4579,5,Pioneer Gloves,50.4,37.8,0.15
4580,10,Deviate Fish,10.6,7.95,0.2
4581,9,Buckled Harness,53.78,40.335,0.3
4582,9,Studded Leather Harness,36.78,27.585,0
4583,4,Grunt's Harness,23.75,17.8125,0.05
4584,9,Battle Harness,35.22,26.415,0.2
4585,3,Ancestral Robe,11.67,8.7525,0.35
4586,6,Spellbinder Robe,80.5,60.375,0.3
4587,2,Shiny Bauble,124,93,0.2
4588,7,Nightcrawlers,61.71,46.2825,0.25
4589,10,Barbaric Cloth Robe,28.9,21.675,0.45
4590,4,Bright Baubles,69.75,52.3125,0.2
4591,9,Aquadynamic Fish Attractor,41.78,31.335,0.05
4592,4,Forged Steel Bars,32.25,24.1875,0.5
4593,2,Tablet of Verga,154,115.5,0.3
4594,1,Willow Vest,322,241.5,0.15
4595,3,Willow Boots,120,90,0.3
4596,10,Willow Robe,43,32.25,0.05
4597,6,Willow Belt,3.83,2.8725,0.45
4598,3,Willow Pants,93.67,70.2525,0.45
4599,7,Willow Gloves,39.29,29.4675,0.35
4600,8,Willow Cape,48.75,36.5625,0.15
4601,9,Willow Bracers,54.89,41.1675,0.1
4602,7,Soldier's Armor,16.43,12.3225,0.1
4603,8,Soldier's Leggings,15.75,11.8125,0
4604,3,Soldier's Gauntlets,87.67,65.7525,0.1
4605,5,Soldier's Girdle,95,71.25,0.1
4606,3,Soldier's Cloak,48.33,36.2475,0.35
4607,9,Soldier's Wristguards,0.22,0.165,0.5
4608,5,Soldier's Boots,85.8,64.35,0.25
4609,10,Bard's Tunic,13.3,9.975,0.2
4610,7,Bard's Trousers,36.57,27.4275,0
4611,6,Bard's Gloves,53.83,40.3725,0.3
4612,5,Bard's Cloak,51,38.25,0.35
4613,7,Bard's Bracers,62.57,46.9275,0.1
4614,3,Bard's Boots,111,83.25,0.45
4615,3,Bard's Belt,17.33,12.9975,0.25
4616,5,Bard's Buckler,11.6,8.7,0.5
4617,10,Soldier's Shield,25.7,19.275,0.05
4618,8,Seer's Padded Armor,51.75,38.8125,0.2
4619,3,Shimmering Boots,159.33,119.4975,0.2
4620,3,Shimmering Bracers,156.67,117.5025,0.25
4621,1,Shimmering Cloak,441,330.75,0.3
4622,4,Shimmering Gloves,74.5,55.875,0.05
4623,3,Shimmering Amice,7,5.25,0.35
4624,7,Shimmering Armor,56.86,42.645,0.3
4625,5,Shimmering Trousers,97.2,72.9,0.1
4626,6,Shimmering Robe,37,27.75,0.2
4627,3,Shimmering Sash,0.67,0.5025,0.3
4628,4,Scouting Buckler,84.25,63.1875,0.1
4629,7,Defender Shield,41,30.75,0.2
4630,4,Defender Boots,30.25,22.6875,0.25
4631,8,Defender Bracers,8,6,0.05
4632,1,Defender Cloak,33,24.75,0.1
4633,2,Defender Girdle,210.5,157.875,0.35
4634,5,Defender Gauntlets,41.8,31.35,0.05
4635,6,Defender Leggings,5.33,3.9975,0.45
4636,9,Defender Spaulders,28.22,21.165,0.25
4637,7,Defender Tunic,64.86,48.645,0.5
4638,8,Scouting Belt,54.88,41.16,0.3
4639,10,Scouting Boots,11.6,8.7,0.5
4640,7,Scouting Bracers,7.71,5.7825,0.1
4641,8,Scouting Tunic,40.75,30.5625,0.5
4642,7,Scouting Cloak,7.43,5.5725,0.2
4643,1,Scouting Gloves,2,1.5,0.4
4644,7,Scouting Trousers,29.57,22.1775,0.35
4645,9,Scouting Spaulders,1.22,0.915,0.5
4646,3,Battleforge Boots,73.67,55.2525,0.45
4647,1,Battleforge Wristguards,468,351,0.2
4648,9,Battleforge Armor,26.33,19.7475,0.25
4649,3,Battleforge Cloak,40.67,30.5025,0
4650,2,Battleforge Girdle,30.5,22.875,0.35
4651,6,Battleforge Gauntlets,23.5,17.625,0.15
4652,7,Battleforge Legguards,62.29,46.7175,0.15
4653,3,Battleforge Shoulderguards,61.33,45.9975,0.1
4654,9,Dervish Buckler,1.44,1.08,0.45
4655,6,Battleforge Shield,23,17.25,0.45
4656,7,Dervish Belt,21.43,16.0725,0
4657,2,Dervish Boots,196.5,147.375,0.5
4658,8,Dervish Bracers,38.5,28.875,0.05
4659,6,Dervish Tunic,51,38.25,0.35
4660,4,Dervish Cape,57.5,43.125,0
4661,8,Dervish Gloves,5.63,4.2225,0.2
4662,1,Dervish Leggings,94,70.5,0.3
4663,1,Bright Armor,203,152.25,0
4664,4,Sage's Cloth,51,38.25,0.25
4665,8,Sage's Robe,58.5,43.875,0.2
4666,10,Sage's Sash,11,8.25,0.1
4667,1,Sage's Boots,121,90.75,0.45
4668,2,Sage's Bracers,148,111,0.35
4669,2,Sage's Cloak,233,174.75,0.15
4670,10,Sage's Gloves,49.5,37.125,0.35
4671,9,Sage's Pants,15.89,11.9175,0.15
4672,4,Sage's Mantle,109,81.75,0.25
4673,10,Sword of Zeal,46.1,34.575,0.05
4674,8,Ken'zigla's Draught,17.13,12.8475,0.05
4675,6,Dirt-Caked Pendant,18.17,13.6275,0.25
4676,6,Dogran's Pendant,60,45,0.3
4677,10,Mutant Scale Breastplate,13.1,9.825,0.2
4678,6,Raven's Claws,25.67,19.2525,0
4679,4,Sporid Cape,14.75,11.0625,0.3
4680,7,Seedcloud Buckler,62.86,47.145,0.45
4681,6,Living Root,36.5,27.375,0.1
4682,7,Feyscale Cloak,51.57,38.6775,0.15
4683,6,Butcher's Slicer,82,61.5,0.25
4684,1,Ritual Salve,228,171,0.2
4685,5,Earth Sapta,96.6,72.45,0.15
4686,1,Fire Sapta,495,371.25,0.3
4687,3,Water Sapta,139.67,104.7525,0.1
4688,7,Felstalker Hoof,40.86,30.645,0.45
4689,5,Haunting Blade,47.6,35.7,0
4690,3,Phantom Armor,137.67,103.2525,0.45
4691,1,Bloated Smallfish,220,165,0.15
4692,7,Bloated Mud Snapper,1,0.75,0.35
4693,8,Bloated Catfish,17,12.75,0.35
4694,2,Healing Stream Totem Scroll,107.5,80.625,0
4695,8,Broken Wine Bottle,32.25,24.1875,0.25
4696,2,Reagent Pouch,37.5,28.125,0.1
4697,10,Torch of the Dormant Flame,22.7,17.025,0.2
4698,4,Torch of the Eternal Flame,15.75,11.8125,0.45
4699,2,Glowing Ember,30.5,22.875,0.5
4700,1,Rough Quartz,244,183,0.15
4701,9,Savory Deviate Delight,13,9.75,0.05
4702,8,Example Collar,38.38,28.785,0.1
4703,8,Scarab Trousers,49.5,37.125,0.45
4704,7,Julie's Dagger,68.86,51.645,0.25
4705,1,Recipe: Savory Deviate Delight,369,276.75,0.5
4706,9,Elixir of Giant Growth,20.11,15.0825,0.4
4707,10,Recipe: Elixir of Giant Growth,24.2,18.15,0.25
4708,5,Voodoo Mantle,71.2,53.4,0.35
4709,7,Hexed Bracers,64,48,0.35
4710,7,Dredge Boots,27.86,20.895,0.35
4711,2,Engineer's Cloak,17.5,13.125,0.2
4712,8,Draftsman Boots,37.25,27.9375,0.25
4713,3,Sacred Band,85.33,63.9975,0.2
4714,5,Panther Armor,50.6,37.95,0.15
4715,5,Juggernaut Leggings,40.2,30.15,0.1
4716,8,Schematic: Flash Bomb,39.63,29.7225,0.15
4717,6,Tempered Bracers,51.5,38.625,0.5
4718,6,Constable Buckler,82.33,61.7475,0.3
4719,7,Spellcrafter Wand,26.71,20.0325,0.35
4720,10,Band of Elven Grace,12.9,9.675,0
4721,2,Armor Piercer,159,119.25,0.1
4722,4,Thornspike,49.5,37.125,0.1
4723,5,Death Speaker Robes,41.8,31.35,0.05
4724,9,Snufflenose Command Stick,6.33,4.7475,0.4
4725,2,Death Speaker Mantle,109,81.75,0.4
4726,8,Tusken Helm,25.38,19.035,0.35
4727,2,Corpsemaker,82.5,61.875,0.25
4728,6,Whisperwind Headdress,42.5,31.875,0.4
4729,5,Wind Spirit Staff,49.8,37.35,0.05
4730,10,Ferine Leggings,43.1,32.325,0.3
4731,6,Swinetusk Shank,27.5,20.625,0.25
4732,8,Pronged Reaver,58.75,44.0625,0.15
4733,9,Agamaggan's Clutch,31.22,23.415,0.2
4734,7,Heart of Agamaggan,63.86,47.895,0.25
4735,10,Stygian Bone Amulet,36.9,27.675,0
4736,4,Nightstalker Bow,70.5,52.875,0.25
4737,5,Batwing Mantle,30.8,23.1,0.5
4738,10,Moonglow Vest,38.7,29.025,0.35
4739,6,Pattern: Moonglow Vest,52.17,39.1275,0.2
4740,5,Clockwork Box,47.8,35.85,0.05
4741,4,Ripped Pants,50,37.5,0.3
4742,2,Ez-Thro Dynamite,58,43.5,0.4
4743,10,Ruined Jumper Cables,38,28.5,0.3
4744,6,Schematic: EZ-Thro Dynamite,42.17,31.6275,0.35
4745,5,Gaffer Jack,63.8,47.85,0.15
4746,9,Electropeller,4.56,3.42,0.15
4747,6,Windborne Belt,50.67,38.0025,0.05
4748,6,Spirit Hunter Headdress,3,2.25,0.5
4749,5,Chestplate of Kor,33.2,24.9,0.5
4750,8,Beastial Manacles,17,12.75,0.35
4751,10,Medal of Courage,43,32.25,0.3
4752,7,Marbled Buckler,65.29,48.9675,0.4
4753,1,Razzeric's Customized Seatbelt,294,220.5,0.35
4754,1,Razzeric's Racing Grips,469,351.75,0.3
4755,9,Fizzle's Zippy Lighter,8.78,6.585,0.45
4756,4,Ironforge Chain,84.5,63.375,0.2
4757,2,Ironforge Breastplate,187,140.25,0
4758,1,Gnomish Mechanic's Gloves,417,312.75,0.35
4759,2,Ironforge Gauntlets,214.5,160.875,0.3
4760,5,Plans: Ironforge Breastplate,92.6,69.45,0.35
4761,8,Dryleaf Pants,41.25,30.9375,0.05
4762,1,Bleeding Crescent,443,332.25,0.2
4763,9,Cliffrunner's Aim,34.78,26.085,0.35
4764,4,Azure Sash,84.75,63.5625,0.15
4765,9,Orcish War Sword,19.44,14.58,0.4
4766,6,Stonefist Girdle,38.17,28.6275,0.2
4767,3,Sustaining Ring,84.67,63.5025,0.1
4768,8,Gloves of Kapelan,53.5,40.125,0.05
4769,8,Swiftrunner Cape,49.5,37.125,0.2
4770,3,Basalt Buckler,33,24.75,0.15
4771,9,Enforcer Pauldrons,52.67,39.5025,0.4
4772,10,Monkey Ring,1.8,1.35,0.4
4773,2,Tiger Band,148.5,111.375,0.35
4774,3,Snake Hoop,24.67,18.5025,0.15
4775,4,Mourning Shawl,107.25,80.4375,0.15
4776,6,Lancer Boots,11.83,8.8725,0.45
4777,9,Feather Charm,31.22,23.415,0.4
4778,8,A Small Container of Gems,56.63,42.4725,0.4
4779,7,Jewelry Box,12.43,9.3225,0.2
4780,9,Jaina's Signet Ring,27.78,20.835,0.05
4781,3,Flayed Demon Skin (old2),79.67,59.7525,0.1
4782,10,Tyranis' Pendant,19.5,14.625,0.2
4783,2,Gelkis Marauder Chain,11,8.25,0.35
4784,9,Uthek's Finger,52.67,39.5025,0.3
4785,4,Tome of Divinity,56.5,42.375,0.4
4786,9,Tome of Valor,23.89,17.9175,0.2
4787,10,Lilac Sash,33.9,25.425,0.25
4788,5,Bartleby's Mug,90.6,67.95,0.4
4789,2,Marshal Haggard's Badge,181.5,136.125,0.3
4790,3,Dead-Tooth's Key,73.33,54.9975,0.45
4791,10,Braced Handguards,4.1,3.075,0.3
4792,2,Powers of the Void,7.5,5.625,0.3
4793,1,Simple Dress,67,50.25,0.45
4794,3,White Woolen Dress,153.67,115.2525,0.1
4795,2,Magram Hunter's Belt,103.5,77.625,0.05
4796,7,Ceremonial Centaur Blanket,56.71,42.5325,0.35
4797,9,Ring of Calm,31.11,23.3325,0.25
4798,2,Hellion Boots,48.5,36.375,0.4
4799,9,Sanguine Pauldrons,47,35.25,0.05
4800,6,Auric Bracers,10.83,8.1225,0.35
4801,5,Stormfire Gauntlets,59.2,44.4,0
4802,3,White Swashbuckler's Shirt,138.67,104.0025,0.3
4803,1,Red Swashbuckler's Shirt,275,206.25,0.35
4804,6,Eyepoker,33.83,25.3725,0.05
4805,4,Blasting Hackbut,100.25,75.1875,0.45
4806,10,Vejrek's Head,0.1,0.075,0.4
4807,5,Umbral Ore,82.6,61.95,0
4808,3,Baroque Apron,17.33,12.9975,0.15
4809,9,Sword of Omen,53.56,40.17,0.15
4810,1,Prophetic Cane,487,365.25,0.05
4811,3,Windstorm Hammer,114.33,85.7475,0.3
4812,7,Horn of Vorlus,60,45,0.1
4813,4,Dancing Flame,19.5,14.625,0.05
4814,6,Frog Leg Stew,3.5,2.625,0.35
4815,3,Elunite Ore,75.33,56.4975,0.1
4816,10,Elura's Medallion,43.6,32.7,0.25
4817,5,Surena's Choker,83.2,62.4,0.15
4818,2,Aquadynamic Fish Lens,164.5,123.375,0.2
4819,7,Case of Elunite,6.29,4.7175,0.05
4820,8,Box of Supplies,3.75,2.8125,0.35
4821,3,Visionary Buckler,31,23.25,0.35
4822,8,Sword of Serenity,33.5,25.125,0.25
4823,1,Bonebiter,407,305.25,0.25
4824,4,Black Menace,21.25,15.9375,0.15
4825,8,Cloak of Blight,4,3,0.1
4826,8,White Tuxedo Shirt,4,3,0
4827,6,Black Tuxedo,30.5,22.875,0.5
4828,10,Black Tuxedo Pants,37.7,28.275,0.5
4829,3,Dress Shoes,122.33,91.7475,0.35
4830,8,Scorched Spider Fang,25.38,19.035,0.35
4831,2,Charred Horn,67.5,50.625,0.15
4832,4,Galvanized Horn,14,10.5,0.15
4833,10,Vial of Phlogiston,45.6,34.2,0.05
4834,3,Furen's Instructions,89.67,67.2525,0.45
4835,10,Cask of Scalder,36.6,27.45,0.1
4836,10,Burning Blood,40.1,30.075,0.4
4837,7,Burning Rock,65.43,49.0725,0.1
4838,6,Defias Script,11.5,8.625,0.35
4839,10,Dark Iron Script,48.5,36.375,0.15
4840,10,Searing Coral,11.3,8.475,0.4
4841,1,Sunscorched Shell,18,13.5,0.45
4842,5,Essence of the Exile,36.8,27.6,0.05
4843,4,Symbol of Life,39.75,29.8125,0
4844,5,Spotted Yellowtail,17.4,13.05,0.25
4845,10,Herb Baked Egg,39.6,29.7,0.2
4846,9,Small Egg,44.89,33.6675,0.35
4847,4,Smoked Bear Meat,96,72,0.35
4848,7,Recipe: Smoked Bear Meat,26.43,19.8225,0.45
4849,10,Workshop Key,38.2,28.65,0.15
4850,4,Whirlwind Heart,17.75,13.3125,0.4
4851,4,Jordan's Smithing Hammer,112.25,84.1875,0.25
4852,2,Orb of Soran'ruk,91.5,68.625,0.5
4853,8,Enchanted Gold Bloodrobe,32.5,24.375,0.05
4854,6,Glowing Thresher Cape,2.33,1.7475,0.2
4855,4,Bands of Serra'kis,7,5.25,0.3
4856,1,Gaze Dreamer Pants,66,49.5,0.05
4857,7,Bite of Serra'kis,56.43,42.3225,0.05
4858,1,Reef Axe,161,120.75,0.15
4859,3,Algae Fists,11.33,8.4975,0.3
4860,8,Tortoise Armor,62.38,46.785,0.5
4861,3,Ghamoo-Ra's Bind,157.33,117.9975,0.35
4862,9,Strike of the Hydra,48.44,36.33,0.3
4863,7,Leech Pants,56.71,42.5325,0.15
4864,8,Moss Cinch,38.75,29.0625,0.45
4865,2,Heartswood,248,186,0.1
4866,10,Heartswood Core,16.6,12.45,0.1
4867,8,Soran'ruk Fragment,17.63,13.2225,0.25
4868,5,Large Soran'ruk Fragment,49.4,37.05,0.35
4869,1,Tome of Divinity,206,154.5,0.4
4870,6,Furen's Notes,43.67,32.7525,0.5
4871,7,Big Will's Ear,58.29,43.7175,0.2
4872,3,Bloodstone Choker,11,8.25,0.45
4873,2,Bath'rah's Parchment,181,135.75,0.45
4874,1,Rod of Channeling,40,30,0.5
4875,10,Moldy Tome,29,21.75,0.5
4876,9,Hearthstone,46,34.5,0
4877,3,Thick Bear Fur,154.33,115.7475,0.15
4878,9,Verigan's Fist,42.33,31.7475,0.15
4879,2,Elunite Axe,35,26.25,0.2
4880,3,Elunite Sword,128.33,96.2475,0.45
4881,5,Elunite Hammer,76.2,57.15,0.45
4882,1,Elunite Dagger,74,55.5,0.05
4883,9,Furen's Favor,45.78,34.335,0.15
4884,9,Fire Hardened Coif,45.56,34.17,0.1
4885,10,Fire Hardened Hauberk,8.4,6.3,0.2
4886,4,Fire Hardened Leggings,84.25,63.1875,0.3
4887,10,Fire Hardened Gauntlets,14.9,11.175,0.45
4888,3,Whirlwind Axe,160.67,120.5025,0.25
4889,2,Whirlwind Warhammer,114,85.5,0
4890,7,Whirlwind Sword,9.29,6.9675,0.25
4891,4,Umbral Axe,22.25,16.6875,0.2
4892,7,Haggard's Axe,36.43,27.3225,0.25
4893,5,Haggard's Dagger,52,39,0.05
4894,3,Umbral Dagger,72.33,54.2475,0.45
4895,9,Umbral Mace,12.11,9.0825,0.15
4896,6,Haggard's Hammer,77,57.75,0.45
4897,10,Umbral Sword,33.9,25.425,0.05
4898,8,Haggard's Sword,40.13,30.0975,0.4
4899,6,Fish Scale,20.17,15.1275,0
4900,2,Vial of Hatefury Blood,119,89.25,0.5
4901,2,Lesser Infernal Stone,159,119.25,0.4
4902,2,Smoldering Coal,4.5,3.375,0.45
4903,10,Jordan's Ore Shipment,28.4,21.3,0.5
4904,5,Jordan's Refined Ore Shipment,3,2.25,0.3
4905,8,Whitestone Oak Lumber,9.75,7.3125,0.15
4906,1,Corrupted Kor Gem,55,41.25,0.2
4907,1,Jordan's Weapon Notes,434,325.5,0.4
4908,7,Tattered Manuscript,54,40.5,0.2
4909,5,Nimbus Boots,33.2,24.9,0.05
4910,7,Tome of the Cabal,26.29,19.7175,0.2
4911,9,Heartwood Girdle,2.56,1.92,0.1
4912,1,Gravestone Scepter,164,123,0.25
4913,5,Arctic Buckler,43.2,32.4,0.25
4914,9,Beetle Clasps,34.33,25.7475,0.15
4915,5,Prelacy Cape,54,40.5,0.15
4916,4,Skinning Knife,67,50.25,0.25
4917,7,Reconstructed Tome,23.43,17.5725,0.45
4918,3,Linen Belt,119.67,89.7525,0.45
4919,8,Boots of Darkness,28.38,21.285,0.15
4920,3,Azure Silk Pants,113.33,84.9975,0.4
4921,6,Hands of Darkness,73.17,54.8775,0.25
4922,7,Azure Silk Hood,35.86,26.895,0.05
4923,6,Truefaith Gloves,37.17,27.8775,0.5
4924,7,Silk Headband,33.43,25.0725,0.15
4925,2,Earthen Vest,242,181.5,0.1
4926,9,Azure Silk Belt,1.56,1.17,0.45
4927,6,Azure Silk Cloak,17.17,12.8775,0.45
4928,8,Robe of Power,25.25,18.9375,0.5
4929,9,Crimson Silk Belt,28.44,21.33,0.05
4930,5,Crimson Silk Cloak,69.8,52.35,0.1
4931,7,Green Silken Shoulders,50.43,37.8225,0.35
4932,3,Crimson Silk Vest,61,45.75,0.35
4933,3,Crimson Silk Shoulders,133.33,99.9975,0.1
4934,4,Azure Shoulders,30.75,23.0625,0.3
4935,6,Earthen Silk Belt,57.33,42.9975,0.05
4936,1,Crimson Silk Pantaloons,370,277.5,0.2
4937,6,Crimson Silk Robe,76.33,57.2475,0.45
4938,8,Crimson Silk Gloves,13.5,10.125,0.45
4939,5,Green Silk Armor,27.2,20.4,0.2
4940,5,Elemental Earth,64.8,48.6,0.3
4941,7,Elemental Fire,6.57,4.9275,0.1
4942,3,Elemental Air,18.67,14.0025,0.2
4943,5,Elemental Water,52.6,39.45,0.5
4944,4,Iron Buckle,75.5,56.625,0.45
4945,1,Naga Scale,220,165,0.15
4946,3,Core of Earth,129,96.75,0.5
4947,4,Essence of Earth,29.25,21.9375,0.1
4948,9,Heart of Fire,45.89,34.4175,0.2
4949,3,Essence of Fire,144,108,0.35
4950,3,Globe of Water,51,38.25,0.15
4951,4,Essence of Water,49.75,37.3125,0.25
4952,7,Breath of Wind,55.71,41.7825,0.1
4953,6,Essence of Air,11.17,8.3775,0.5
4954,5,Purified Kor Gem,47.4,35.55,0.3
4955,10,Pattern: Crimson Silk Shoulders,38,28.5,0.05
4956,7,Pattern: Azure Shoulders,61.43,46.0725,0.35
4957,5,Pattern: Earthen Silk Belt,93.4,70.05,0.2
4958,4,Pattern: Crimson Silk Cloak,120.5,90.375,0.25
4959,3,Pattern: Crimson Silk Robe,74,55.5,0.1
4960,4,Pattern: Azure Silk Cloak,1,0.75,0.2
4961,1,Pattern: Green Silk Armor,327,245.25,0.05
4962,4,Pattern: Truefaith Gloves,55.5,41.625,0.1
4963,9,Pattern: Hands of Darkness,28.78,21.585,0.15
4964,10,Driftwood Branch,40.2,30.15,0.2
4965,9,Bog Boots,5.89,4.4175,0.05
4966,2,Leg Meat,207,155.25,0.2
4967,5,Zodiac Gloves,22.2,16.65,0.2
4968,10,Belt of the Stars,35.9,26.925,0.05
4969,5,Infantry Shield,9.2,6.9,0.05
4970,1,Pioneer Buckler,131,98.25,0.35
4971,6,Silver-Thread Armor,46.33,34.7475,0.35
4972,6,Nightsky Armor,6.5,4.875,0.05
4973,1,Aurora Armor,303,227.25,0.25
4974,10,Mistscape Armor,26.1,19.575,0.1
4975,5,Pattern: Azure Silk Gloves,88.4,66.3,0.4
4976,3,Heirloom Axe,162.67,122.0025,0.4
4977,8,Heirloom Dagger,28,21,0.1
4978,10,Heirloom Hammer,2.3,1.725,0.25
4979,3,Heirloom Sword,38.67,29.0025,0.1
4980,8,Twitching Antenna,28,21,0.35
4981,10,Ruga's Bulwark,0.7,0.525,0.35
4982,6,Smoky Iron Ingot,59.33,44.4975,0
4983,1,Powdered Azurite,368,276,0.35
4984,1,Uncloven Satyr Hoof,204,153,0.5
4985,9,Brutal Gauntlets,26.44,19.83,0.4
4986,5,Brutal Helm,81.6,61.2,0.4
4987,10,Dragonmaw Shinbone,19.7,14.775,0.05
4988,1,Brutal Legguards,278,208.5,0
4989,3,Brutal Hauberk,150,112.5,0.4
4990,9,Sturdy Dragonmaw Shinbone,45.67,34.2525,0.05
4991,9,The Scarlet Key,11.56,8.67,0.2
4992,6,Goblin Jumper Cables,66.83,50.1225,0.15
4993,3,Copper Dagger,150.33,112.7475,0.05
4994,3,VanCleef's Boots,117.33,87.9975,0.5
4995,6,Stormwind Guard Shield,41.5,31.125,0.15
4996,7,Goblin Rocket Boots,43.43,32.5725,0.25
4997,1,Fused Wiring,136,102,0.15
4998,9,Mirror Lake Water Sample,15.89,11.9175,0.2
4999,7,Jennea's Flask,19.43,14.5725,0.4
5000,2,Tazan's Key,86,64.5,0.45
5001,8,Tazan's Satchel,16.63,12.4725,0.3
5002,1,Mage-Tastic Gizmonitor,210,157.5,0.05
5003,6,Balnir Snapdragons,12,9,0.35
5004,7,Tigule and Foror's Strawberry Ice Cream,37.57,28.1775,0.4
5005,9,Explorer's Vest,13.67,10.2525,0.15
5006,7,Smite's Mighty Hammer,5.29,3.9675,0.4
5007,2,Astor's Letter of Introduction,229.5,172.125,0.25
5008,3,Chest of Containment Coffers,90,67.5,0.35
5009,4,Charged Rift Gem,9.75,7.3125,0.1
5010,5,Ur's Treatise on Shadow Magic,31.6,23.7,0.4
5011,2,Pristine Spider Silk,27,20.25,0.25
5012,8,Xavian Water Sample,62.5,46.875,0.1
5013,8,Deino's Flask,41.63,31.2225,0.35
5014,10,Laughing Sister's Hair,17.1,12.825,0.4
5015,10,Flawless Ivory Tusk,38.4,28.8,0.05
5016,4,Bolt Charged Bramble,53.75,40.3125,0.2
5017,10,Witherbark Totem Stick,49.8,37.35,0.5
5018,5,Rituals of Power,0.4,0.3,0.15
5019,5,Handstitched Leather Cloak,50.6,37.95,0.5
5020,10,Handstitched Leather Bracers,3.8,2.85,0.2
5021,3,Light Leather Quiver,94.67,71.0025,0.2
5022,3,Small Leather Ammo Pouch,24.33,18.2475,0.35
5023,7,Rugged Leather Pants,10,7.5,0.35
5024,3,Light Leather Bracers,100.67,75.5025,0.45
5025,10,Light Leather Pants,38.4,28.8,0.45
5026,5,Black Whelp Cloak,94.4,70.8,0.25
5027,10,Red Whelp Gloves,3.1,2.325,0.3
5028,9,Nimble Leather Gloves,15.11,11.3325,0.25
5029,2,Black Whelp Scale,57.5,43.125,0.35
5030,4,Pattern: Rugged Leather Pants,66.75,50.0625,0.45
5031,3,Pattern: Black Whelp Cloak,140,105,0.3
5032,3,Pattern: Red Whelp Gloves,118.67,89.0025,0.15
5033,3,Infernal Orb,139.33,104.4975,0.45
5034,7,Filled Containment Coffer,40.86,30.645,0.45
5035,6,Dalaran Mana Gem,61.67,46.2525,0.15
5036,8,Andron's Ledger,17.38,13.035,0.3
5037,10,Tazan's Logbook,17.1,12.825,0.1
5038,4,Morbent's Bane,122,91.5,0.5
5039,7,Blade of Cunning,35.57,26.6775,0.1
5040,2,Fenwick's Head,30,22.5,0.05
5041,10,Flesh Eating Worm,31.5,23.625,0.3
5042,6,Cantation of Manifestation,57.33,42.9975,0
5043,9,Dalaran Status Report,43.67,32.7525,0.45
5044,8,Thun'grim's Axe,50.5,37.875,0.35
5045,4,Thun'grim's Dagger,38.25,28.6875,0.3
5046,3,Thun'grim's Mace,81,60.75,0.25
5047,7,Thun'grim's Sword,33.86,25.395,0.15
5048,1,Infiltrator Buckler,374,280.5,0.1
5049,4,Phalanx Shield,79.5,59.625,0.45
5050,9,Regal Armor,27.89,20.9175,0.05
5051,5,Overseer's Whistle,50.2,37.65,0.25
5052,3,Efflorescent Robe,119.33,89.4975,0.3
5053,1,Grizzly Tunic,345,258.75,0.15
5054,1,Wildwood Chain,278,208.5,0.4
5055,10,The Rock,37.3,27.975,0.25
5056,7,Mood Ring,6,4.5,0.2
5057,1,Miniscule Diamond Ring,337,252.75,0.35
5058,6,Flawless Diamond Solitaire,33.33,24.9975,0.1
5059,8,Cubic Zirconia Ring,10.5,7.875,0.35
5060,10,Silver Piffeny Band,6.4,4.8,0.15
5061,7,Bingles' Wrench,60.43,45.3225,0.3
5062,9,Torch of Holy Flame,43.44,32.58,0.25
5063,2,Bingles' Screwdriver,65.5,49.125,0.1
5064,3,Bingles' Hammer,4.67,3.5025,0.25
5065,1,Fletcher's Gloves,189,141.75,0.25
5066,3,Herbalist's Gloves,138.33,103.7475,0.4
5067,9,Disciple's Bracers,46,34.5,0.3
5068,2,Disciple's Boots,53.5,40.125,0.15
5069,4,Earthen Leather Shoulders,104.75,78.5625,0.1
5070,1,Elder's Padded Armor,190,142.5,0.2
5071,10,Elder's Boots,20.1,15.075,0.15
5072,1,Elder's Bracers,271,203.25,0.25
5073,2,Elder's Cloak,209,156.75,0.45
5074,8,Elder's Hat,2.75,2.0625,0.4
5075,1,Pilferer's Gloves,195,146.25,0.25
5076,5,Heavy Earthen Gloves,37.2,27.9,0.4
